,age,workclass,fnlwgt?,education,edu-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hrs-per-wk,native-country,income,Bayes Classification,,
12904,21, Private,227411, Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,B,B,,
12905,27, Private,169117, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States,B,B,,
12906,27, Private,238267, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,10, United-States,B,B,,
12907,31, Private,118551, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,B,B,,
12908,23, Private,47541, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,B,B,,
12909,45, Private,92374, Some-college,10, Never-married, Exec-managerial, Not-in-family, Other, Male,13550,0,60, India,A,A,,
12910,61, Local-gov,224598, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,24, ?,B,B,,
12911,32, Private,131568, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
12912,42, Private,183319, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States,A,B,,
12913,41, Private,309932, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,B,B,,
12914,60, Private,197311, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,99, United-States,B,B,,
12915,28, Private,292120, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,42, United-States,B,B,,
12916,49, Private,117310, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,38, United-States,B,B,,
12917,23, Private,308647, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States,A,A,,
12918,30, Private,135785, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,B,B,,
12919,28, Private,179008, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,B,B,,
12920,27, State-gov,205188, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States,B,B,,
12921,26, Private,193945, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,B,B,,
12922,40, State-gov,258589, Masters,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80, United-States,B,B,,
12923,30, State-gov,107142, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States,A,B,,
12924,42, Private,23157, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,A,A,,
12925,72, Self-emp-not-inc,47203, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4931,0,70, United-States,B,A,,
12926,30, Private,279923, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,B,B,,
12927,51, Private,192386, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,6849,0,40, United-States,B,A,,
12928,24, Private,188569, Masters,14, Never-married, Exec-managerial, Own-child, White, Female,4787,0,60, United-States,A,A,,
12929,43, Private,68748, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,B,B,,
12930,53, Private,239155, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,B,,
12931,45, Private,165346, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,64, United-States,B,B,,
12932,21, Private,392082, Some-college,10, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States,B,B,,
12933,36, Private,379522, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Germany,B,B,,
12934,34, Private,109917, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,B,B,,
12935,25, Private,109097,11th,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
12936,57, State-gov,202765, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
12937,46, Federal-gov,125892, Masters,14, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,15024,0,40, United-States,A,A,,
12938,30, Private,119411, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,B,B,,
12939,31, Private,88231, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
12940,42, Private,188561, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,A,,
12941,48, Private,191681, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
12942,42, Private,36999, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States,B,B,,
12943,57, Private,161662, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,4650,0,40, United-States,B,A,,
12944,45, Local-gov,111994, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,A,,
12945,27, Private,247711, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,2258,55, United-States,B,A,,
12946,41, Private,271282,11th,7, Divorced, Protective-serv, Not-in-family, White, Female,0,0,20, United-States,B,B,,
12947,44, Private,314739, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
12948,39, State-gov,195148, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,B,B,,
12949,18, Private,358121, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,B,B,,
12950,31, Private,101266, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
12951,24, Private,278391, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States,B,B,,
12952,19, Private,206751, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States,B,B,,
12953,54, Private,161147, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,2174,0,40, United-States,B,B,,
12954,47, Private,301431, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,B,B,,
12955,17, Private,347000,12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States,B,B,,
12956,39, State-gov,25806, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, China,B,A,,
12957,24, Private,181557, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,B,B,,
12958,20, Private,20057, Some-college,10, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,B,B,,
12959,25, Private,190107, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
12960,39, Local-gov,30269, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States,A,B,,
12961,20, Private,117767, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,B,B,,
12962,44, Private,406734, Masters,14, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,B,B,,
12963,23, Private,236696, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Iran,B,B,,
12964,24, Private,354691,12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
12965,53, Private,199720, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
12966,24, Self-emp-not-inc,31606, Bachelors,13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,20, United-States,A,B,,
12967,45, Federal-gov,133973, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
12968,55, Private,323639, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,74, United-States,A,B,,
12969,21, Private,225724, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,B,B,,
12970,64, Self-emp-not-inc,144391, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,B,B,,
12971,36, Private,34173, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,20, United-States,B,B,,
12972,55, Local-gov,219074, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,55, United-States,A,B,,
12973,21, Private,379525, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,4416,0,24, United-States,B,B,,
12974,17, Local-gov,287160,11th,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,7, United-States,B,B,,
12975,27, Private,130386, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,B,B,,
12976,25, Private,409815, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,B,B,,
12977,38, Private,212143, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States,A,B,,
12978,33, ?,33404, HS-grad,9, Divorced, ?, Unmarried, White, Male,0,0,48, United-States,B,B,,
12979,52, Private,235567, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
12980,22, Private,306868, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States,B,B,,
12981,37, Private,353550, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,A,A,,
12982,37, Private,107302, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States,A,A,,
12983,65, Self-emp-not-inc,169435, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States,A,A,,
12984,28, Private,105817, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,B,B,,
12985,32, Self-emp-not-inc,68879, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,A,,
12986,53, Self-emp-not-inc,206288, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Vietnam,B,B,,
12987,32, Private,187936,10th,6, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States,B,B,,
12988,45, Private,226081, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
12989,49, Private,414448,7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, ?,B,B,,
12990,34, Local-gov,79190, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,B,B,,
12991,39, Private,34996, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,B,B,,
12992,43, Private,318415, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,B,B,,
12993,45, ?,214800, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States,B,B,,
12994,35, Private,148334, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,B,B,,
12995,41, Self-emp-inc,160120, Doctorate,16, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,A,A,,
12996,62, Self-emp-not-inc,285692, Masters,14, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,20, United-States,B,B,,
12997,45, Private,461725, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
12998,35, Private,104329, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,B,B,,
12999,34, Private,37284, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
13000,40, Private,154374, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,A,A,,
13001,17, Private,209650,10th,6, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,B,B,,
13002,18, Private,227529, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,B,B,,
13003,27, Private,249382, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,B,B,,
13004,20, Private,305781,11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,B,B,,
13005,55, Private,147989, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States,B,B,,
13006,57, Private,207604,7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,B,B,,
13007,38, Private,367260, Doctorate,16, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,B,A,,
13008,20, Private,147523,9th,5, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, El-Salvador,B,B,,
13009,52, Self-emp-not-inc,193116,7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Mexico,B,B,,
13010,18, Private,50119,10th,6, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States,B,B,,
13011,52, Private,262579, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,B,B,,
13012,42, Private,244910, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,A,B,,
13013,48, Private,120902, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,A,B,,
13014,55, Private,217241, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,B,B,,
13015,18, Private,65098, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States,B,B,,
13016,17, Private,364491,11th,7, Never-married, Sales, Own-child, White, Male,0,0,22, United-States,B,B,,
13017,47, Private,209739, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
13018,29, Private,72338, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,26, United-States,B,B,,
13019,48, Private,215895, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,B,B,,
13020,31, Private,32289, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,B,B,,
13021,54, Private,209464, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
13022,69, Private,98170,7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,1086,0,20, United-States,B,B,,
13023,40, Private,271665, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,B,B,,
13024,25, Private,124111, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States,B,B,,
13025,82, Self-emp-not-inc,121944,7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,B,,
13026,48, Self-emp-not-inc,121424, Bachelors,13, Separated, Tech-support, Not-in-family, White, Male,0,0,50, United-States,B,B,,
13027,53, State-gov,33795, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
13028,47, Private,150429, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States,A,B,,
13029,57, Private,124771, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States,B,A,,
13030,21, Private,204160, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,13, United-States,B,B,,
13031,52, Private,243616,5th-6th,3, Separated, Craft-repair, Unmarried, Black, Female,4101,0,40, United-States,B,B,,
13032,45, Private,168556, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,B,B,,
13033,54, Private,186224, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,A,B,,
13034,69, Self-emp-not-inc,187332, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,45, United-States,A,A,,
13035,30, Private,113433, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,B,B,,
13036,37, Private,268598,7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States,B,B,,
13037,60, Self-emp-inc,137733,10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,44, United-States,A,A,,
13038,55, Private,210318, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,B,B,,
13039,46, Private,106662, Bachelors,13, Separated, Sales, Not-in-family, White, Male,99999,0,55, United-States,A,A,,
13040,21, Private,162667, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Ecuador,B,B,,
13041,25, Private,187577, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
13042,67, Private,89495, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,1797,0,4, United-States,B,B,,
13043,41, Local-gov,247082, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,A,,
13044,53, Private,157059, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,B,B,,
13045,26, Private,282643, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,B,B,,
13046,68, Self-emp-not-inc,69249, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,10, United-States,A,B,,
13047,36, Private,131766, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States,B,B,,
13048,20, Private,163665, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,B,B,,
13049,20, Private,165097, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Male,0,2001,40, United-States,B,A,,
13050,35, Private,194668, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,45, United-States,A,A,,
13051,27, Private,116372, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,B,B,,
13052,29, Private,113635, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
13053,28, Private,162994, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,B,B,,
13054,40, Private,266803, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, Canada,A,A,,
13055,20, Private,230482,9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,B,B,,
13056,51, Private,299831, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,B,B,,
13057,30, Private,172830, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
13058,50, Private,144084, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,0,55, United-States,B,B,,
13059,30, Local-gov,295737, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,B,,
13060,34, Private,207685, Bachelors,13, Separated, Prof-specialty, Unmarried, Black, Female,0,0,39, United-States,B,B,,
13061,55, Private,161423, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States,A,A,,
13062,53, Self-emp-not-inc,122109, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,70, United-States,B,B,,
13063,45, Private,215892, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,2824,50, United-States,A,A,,
13064,45, Private,176517, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,B,B,,
13065,40, Self-emp-not-inc,220821,7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States,B,B,,
13066,73, Local-gov,249043, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Cuba,B,B,,
13067,18, Private,58949,12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,B,B,,
13068,33, Private,158438, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,A,B,,
13069,33, Private,154950, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,B,B,,
13070,38, Private,200445, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,A,B,,
13071,65, ?,224357, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,2290,0,4, United-States,B,B,,
13072,31, Federal-gov,103651, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,A,B,,
13073,24, ?,316524, Bachelors,13, Never-married, ?, Other-relative, White, Female,0,0,40, United-States,B,B,,
13074,51, Self-emp-inc,200046, Bachelors,13, Separated, Sales, Unmarried, White, Male,0,2824,40, United-States,A,A,,
13075,32, Private,193285, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,A,A,,
13076,52, Private,146015, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
13077,41, Self-emp-inc,195096, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,B,A,,
13078,25, Private,221078, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,B,B,,
13079,45, Local-gov,186375, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,B,B,,
13080,61, Self-emp-not-inc,44983, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,B,B,,
13081,71, Private,29770, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0,0,28, United-States,B,B,,
13082,63, State-gov,266565, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States,B,B,,
13083,45, State-gov,235431, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States,B,B,,
13084,57, ?,153788, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,99999,0,45, United-States,A,A,,
13085,47, Private,280030, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,B,B,,
13086,50, Self-emp-not-inc,158352, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,B,B,,
13087,25, Local-gov,109972, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States,B,B,,
13088,32, Private,278940, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,B,B,,
13089,40, Private,174395, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,A,A,,
13090,50, Private,141592,10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
13091,54, Private,295525, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,B,B,,
13092,34, Private,121321, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,A,B,,
13093,42, Private,198955,9th,5, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,46, United-States,B,B,,
13094,27, ?,105189, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, Germany,B,B,,
13095,38, Private,186191, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,B,B,,
13096,17, Private,208967,11th,7, Never-married, Sales, Own-child, White, Female,0,0,24, United-States,B,B,,
13097,47, Private,159399, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,A,A,,
13098,21, ?,169600, Some-college,10, Married-spouse-absent, ?, Own-child, White, Female,0,0,35, United-States,B,B,,
13099,25, Private,262656, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,B,B,,
13100,30, Private,284629, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
13101,39, Private,182189, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,65, United-States,A,A,,
13102,47, Federal-gov,38819, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,A,A,,
13103,57, Private,191873, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,B,B,,
13104,25, Private,125082, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States,B,B,,
13105,68, Private,67791, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,B,A,,
13106,34, State-gov,334744, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States,B,B,,
13107,35, Private,198841, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,B,B,,
13108,39, Local-gov,218490, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
13109,47, Private,188386, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
13110,47, Private,95661, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany,B,B,,
13111,55, Self-emp-not-inc,79011, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, United-States,B,B,,
13112,72, Self-emp-not-inc,103368, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,21, United-States,B,B,,
13113,32, Private,119176, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,44, United-States,B,B,,
13114,28, Private,90928, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,B,B,,
13115,61, Self-emp-inc,218009, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,B,B,,
13116,44, Self-emp-not-inc,460259, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,A,A,,
13117,35, Local-gov,405284, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States,A,B,,
13118,48, Self-emp-not-inc,26502, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,A,A,,
13119,49, Federal-gov,157569, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States,B,B,,
13120,32, Private,252168, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States,B,B,,
13121,26, Federal-gov,269353, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,55, United-States,B,B,,
13122,56, Self-emp-not-inc,52822, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,B,B,,
13123,71, ?,365996, HS-grad,9, Widowed, ?, Unmarried, White, Female,6612,0,42, United-States,A,A,,
13124,24, State-gov,147548, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,B,B,,
13125,42, Local-gov,216411, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, Puerto-Rico,A,B,,
13126,37, State-gov,122493, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States,A,B,,
13127,57, Private,41680, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,B,B,,
13128,48, Local-gov,100818, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,7443,0,45, United-States,B,A,,
13129,39, Private,30056, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,B,B,,
13130,20, Self-emp-inc,83141, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
