	age	workclass	fnlwgt?	education	edu-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hrs-per-wk	native-country	income	Bayes Classification
13637	22	 Private	182117	 Some-college	10	 Never-married	 Craft-repair	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13638	58	 Private	162970	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	1977	60	 United-States	>50K.	>50K.
13639	39	 Private	421633	 Assoc-acdm	12	 Divorced	 Adm-clerical	 Unmarried	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13640	20	 State-gov	231931	 Some-college	10	 Never-married	 Prof-specialty	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13641	26	 Private	132749	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13642	22	 Private	254351	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
13643	31	 State-gov	152109	 Assoc-voc	11	 Divorced	 Protective-serv	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13644	42	 Private	100479	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
13645	53	 Local-gov	222405	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
13646	32	 Private	117028	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13647	33	 Private	91163	 HS-grad	9	 Separated	 Other-service	 Other-relative	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13648	36	 Private	150104	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Wife	 White	 Female	0	0	40	 United-States	>50K.	<=50K.
13649	39	 Private	114605	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13650	33	 Private	348152	 Some-college	10	 Never-married	 Adm-clerical	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13651	33	 Private	174463	 HS-grad	9	 Never-married	 Craft-repair	 Own-child	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
13652	47	 Private	180243	 Bachelors	13	 Never-married	 Sales	 Other-relative	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13653	31	 Private	238816	 Assoc-voc	11	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13654	18	 Private	275848	12th	8	 Never-married	 Sales	 Other-relative	 White	 Female	0	0	16	 United-States	<=50K.	<=50K.
13655	51	 Private	114520	 HS-grad	9	 Divorced	 Sales	 Unmarried	 White	 Male	0	0	16	 United-States	<=50K.	<=50K.
13656	34	 State-gov	275880	 Bachelors	13	 Separated	 Exec-managerial	 Unmarried	 Black	 Female	0	0	38	 United-States	<=50K.	<=50K.
13657	39	 Private	188148	 Some-college	10	 Never-married	 Handlers-cleaners	 Unmarried	 Black	 Female	0	0	48	 United-States	<=50K.	<=50K.
13658	42	 Private	112494	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	7298	0	35	 United-States	>50K.	>50K.
13659	17	 ?	159771	10th	6	 Never-married	 ?	 Own-child	 Black	 Male	0	0	6	 England	<=50K.	<=50K.
13660	27	 Private	278736	5th-6th	3	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 Mexico	<=50K.	<=50K.
13661	20	 ?	354351	 Some-college	10	 Never-married	 ?	 Own-child	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
13662	33	 Private	252257	 Prof-school	15	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13663	62	 ?	128230	 Masters	14	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	48	 United-States	>50K.	<=50K.
13664	27	 Private	321456	 Some-college	10	 Married-civ-spouse	 Protective-serv	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13665	45	 Self-emp-inc	200825	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	50	 United-States	>50K.	>50K.
13666	19	 Private	86143	 HS-grad	9	 Never-married	 Sales	 Own-child	 Asian-Pac-Islander	 Male	0	0	20	 Philippines	<=50K.	<=50K.
13667	40	 State-gov	353687	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	0	0	40	 United-States	>50K.	<=50K.
13668	43	 Local-gov	212847	 HS-grad	9	 Divorced	 Transport-moving	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13669	60	 Private	154589	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	3103	0	35	 United-States	>50K.	>50K.
13670	42	 Private	183765	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13671	28	 Private	186672	 HS-grad	9	 Never-married	 Adm-clerical	 Not-in-family	 Black	 Male	0	0	40	 Jamaica	<=50K.	<=50K.
13672	50	 Private	249096	 Some-college	10	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	60	 United-States	>50K.	<=50K.
13673	27	 Private	190784	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	3137	0	45	 United-States	<=50K.	>50K.
13674	25	 Private	144516	 HS-grad	9	 Never-married	 Transport-moving	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13675	53	 Private	124993	 HS-grad	9	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	43	 United-States	>50K.	<=50K.
13676	24	 Private	111376	 HS-grad	9	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13677	40	 Private	300838	1st-4th	2	 Married-civ-spouse	 Craft-repair	 Husband	 Other	 Male	0	0	40	 Mexico	<=50K.	<=50K.
13678	28	 Private	359049	 HS-grad	9	 Never-married	 Tech-support	 Not-in-family	 White	 Male	0	1092	60	 United-States	<=50K.	<=50K.
13679	36	 ?	100669	 HS-grad	9	 Never-married	 ?	 Own-child	 Asian-Pac-Islander	 Male	0	0	25	 United-States	<=50K.	<=50K.
13680	46	 Self-emp-not-inc	366089	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	60	 United-States	>50K.	>50K.
13681	19	 Private	110998	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 Asian-Pac-Islander	 Female	0	0	40	 Philippines	<=50K.	<=50K.
13682	23	 Private	60409	 Some-college	10	 Never-married	 Tech-support	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13683	55	 Private	129263	 HS-grad	9	 Divorced	 Handlers-cleaners	 Unmarried	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13684	48	 Private	219967	9th	5	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13685	45	 Private	171540	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13686	55	 Local-gov	61708	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
13687	36	 Private	294760	 Assoc-voc	11	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13688	35	 Private	209280	 HS-grad	9	 Divorced	 Other-service	 Unmarried	 White	 Female	0	0	31	 United-States	<=50K.	<=50K.
13689	31	 Private	208881	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	>50K.	<=50K.
13690	17	 Private	191535	11th	7	 Never-married	 Adm-clerical	 Own-child	 White	 Male	0	0	7	 United-States	<=50K.	<=50K.
13691	31	 Private	143851	 Assoc-acdm	12	 Married-civ-spouse	 Prof-specialty	 Wife	 White	 Female	0	0	40	 United-States	>50K.	<=50K.
13692	51	 Private	161599	 Bachelors	13	 Divorced	 Adm-clerical	 Not-in-family	 White	 Female	0	0	40	 ?	<=50K.	<=50K.
13693	20	 Self-emp-not-inc	428299	 HS-grad	9	 Never-married	 Sales	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13694	32	 Self-emp-not-inc	199366	10th	6	 Married-spouse-absent	 Craft-repair	 Own-child	 White	 Male	0	0	16	 United-States	<=50K.	<=50K.
13695	34	 Local-gov	484911	 HS-grad	9	 Never-married	 Craft-repair	 Not-in-family	 Amer-Indian-Eskimo	 Male	0	0	40	 United-States	<=50K.	<=50K.
13696	37	 Private	390243	 HS-grad	9	 Never-married	 Transport-moving	 Not-in-family	 Black	 Male	0	0	45	 United-States	<=50K.	<=50K.
13697	55	 Self-emp-not-inc	204502	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
13698	32	 Self-emp-not-inc	114419	 Assoc-voc	11	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13699	49	 Private	79436	 HS-grad	9	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	48	 United-States	<=50K.	<=50K.
13700	54	 Private	141272	 HS-grad	9	 Married-civ-spouse	 Adm-clerical	 Wife	 White	 Female	0	0	40	 United-States	>50K.	<=50K.
13701	62	 Local-gov	123749	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
13702	18	 Private	101173	 HS-grad	9	 Never-married	 Exec-managerial	 Own-child	 White	 Female	0	0	35	 United-States	<=50K.	<=50K.
13703	49	 Private	39518	 Some-college	10	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
13704	26	 Private	250038	9th	5	 Never-married	 Farming-fishing	 Other-relative	 White	 Male	0	0	40	 Mexico	<=50K.	<=50K.
13705	59	 Self-emp-inc	165695	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	20	 United-States	>50K.	>50K.
13706	48	 Local-gov	225594	 HS-grad	9	 Married-civ-spouse	 Other-service	 Husband	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
13707	21	 State-gov	51979	 Some-college	10	 Never-married	 Other-service	 Own-child	 White	 Female	0	0	11	 United-States	<=50K.	<=50K.
13708	31	 Private	177675	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	60	 United-States	>50K.	<=50K.
13709	37	 Private	199739	 Some-college	10	 Divorced	 Craft-repair	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13710	38	 Private	27408	 HS-grad	9	 Never-married	 Farming-fishing	 Not-in-family	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
13711	28	 Private	110169	 Assoc-voc	11	 Divorced	 Adm-clerical	 Not-in-family	 White	 Female	0	0	3	 United-States	<=50K.	<=50K.
13712	39	 Self-emp-not-inc	179488	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13713	30	 Private	118551	 Bachelors	13	 Never-married	 Sales	 Not-in-family	 White	 Female	0	0	35	 United-States	>50K.	<=50K.
13714	71	 Self-emp-not-inc	157845	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
13715	37	 Self-emp-not-inc	68899	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	60	 United-States	>50K.	<=50K.
13716	53	 Private	58535	 HS-grad	9	 Divorced	 Sales	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13717	39	 Private	191503	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	1887	40	 United-States	>50K.	>50K.
13718	34	 Private	113364	 Assoc-acdm	12	 Married-civ-spouse	 Other-service	 Husband	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
13719	34	 Self-emp-not-inc	204742	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	62	 United-States	<=50K.	<=50K.
13720	21	 Private	163870	 Some-college	10	 Never-married	 Sales	 Own-child	 White	 Male	0	0	40	 ?	<=50K.	<=50K.
13721	53	 Private	208122	 Some-college	10	 Married-civ-spouse	 Transport-moving	 Husband	 Other	 Male	0	0	60	 United-States	>50K.	<=50K.
13722	46	 Local-gov	174361	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
13723	23	 Private	265077	 Bachelors	13	 Never-married	 Adm-clerical	 Own-child	 White	 Female	1055	0	10	 United-States	<=50K.	<=50K.
13724	50	 Private	241648	 Assoc-voc	11	 Divorced	 Other-service	 Not-in-family	 White	 Female	0	0	20	 United-States	<=50K.	<=50K.
13725	30	 Private	94145	 HS-grad	9	 Divorced	 Adm-clerical	 Unmarried	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
13726	32	 Private	178449	 HS-grad	9	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13727	23	 Private	236804	 Bachelors	13	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
13728	53	 Self-emp-not-inc	187830	 Masters	14	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	7688	0	35	 United-States	>50K.	>50K.
13729	41	 Private	66208	 Prof-school	15	 Divorced	 Prof-specialty	 Unmarried	 White	 Female	0	0	45	 United-States	<=50K.	<=50K.
13730	42	 Private	219155	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	15024	0	50	 United-States	>50K.	>50K.
13731	38	 Private	99146	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	65	 United-States	<=50K.	<=50K.
13732	45	 Private	142889	 HS-grad	9	 Divorced	 Craft-repair	 Unmarried	 White	 Male	0	0	44	 United-States	<=50K.	<=50K.
13733	56	 Private	136164	 Some-college	10	 Divorced	 Adm-clerical	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13734	36	 Private	154410	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
13735	65	 Private	113293	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13736	41	 Private	195096	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	50	 United-States	>50K.	>50K.
13737	42	 Private	172641	7th-8th	4	 Separated	 Machine-op-inspct	 Unmarried	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13738	43	 Private	265072	 Bachelors	13	 Never-married	 Prof-specialty	 Not-in-family	 Asian-Pac-Islander	 Male	0	2258	50	 United-States	>50K.	>50K.
13739	22	 Private	305874	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
13740	51	 Private	312446	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	37	 United-States	>50K.	>50K.
13741	21	 Private	391312	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 Black	 Female	0	0	30	 United-States	<=50K.	<=50K.
13742	32	 Private	234976	 Some-college	10	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	0	0	55	 United-States	<=50K.	<=50K.
13743	19	 Private	199495	 Some-college	10	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13744	53	 Private	98561	 HS-grad	9	 Widowed	 Tech-support	 Not-in-family	 White	 Male	0	0	39	 United-States	>50K.	<=50K.
13745	43	 Private	176452	9th	5	 Married-spouse-absent	 Craft-repair	 Not-in-family	 White	 Male	0	0	50	 ?	>50K.	<=50K.
13746	17	 Private	188996	9th	5	 Never-married	 Sales	 Not-in-family	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
13747	46	 State-gov	171926	 Masters	14	 Divorced	 Exec-managerial	 Unmarried	 White	 Male	7430	0	50	 United-States	>50K.	>50K.
13748	45	 Local-gov	310260	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	50	 United-States	>50K.	>50K.
13749	52	 Private	72257	 HS-grad	9	 Divorced	 Handlers-cleaners	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13750	37	 Self-emp-not-inc	86643	 Assoc-acdm	12	 Never-married	 Transport-moving	 Not-in-family	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13751	18	 Private	115815	11th	7	 Never-married	 Other-service	 Own-child	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
13752	53	 Private	227475	 Bachelors	13	 Divorced	 Sales	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13753	45	 Local-gov	324550	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	7688	0	40	 United-States	>50K.	>50K.
13754	37	 Private	138105	 HS-grad	9	 Separated	 Craft-repair	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13755	19	 Private	146189	11th	7	 Never-married	 Sales	 Unmarried	 Amer-Indian-Eskimo	 Male	0	0	43	 United-States	<=50K.	<=50K.
13756	25	 Private	478836	 Some-college	10	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13757	57	 Private	513440	 Masters	14	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 Mexico	<=50K.	<=50K.
13758	19	 Private	151806	 Some-college	10	 Never-married	 Other-service	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13759	45	 Private	363253	 Some-college	10	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	0	0	50	 ?	>50K.	<=50K.
13760	54	 Self-emp-inc	263925	 HS-grad	9	 Divorced	 Sales	 Not-in-family	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13761	29	 Private	57617	 Some-college	10	 Never-married	 Other-service	 Not-in-family	 White	 Female	0	0	34	 United-States	<=50K.	<=50K.
13762	32	 Private	208761	 HS-grad	9	 Never-married	 Transport-moving	 Not-in-family	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
13763	49	 Private	169092	 HS-grad	9	 Married-civ-spouse	 Adm-clerical	 Other-relative	 White	 Female	0	0	40	 ?	<=50K.	<=50K.
13764	34	 Private	173854	 Masters	14	 Divorced	 Exec-managerial	 Not-in-family	 White	 Male	27828	0	60	 United-States	>50K.	>50K.
13765	46	 Local-gov	116906	 Masters	14	 Never-married	 Prof-specialty	 Not-in-family	 Black	 Female	0	2258	35	 United-States	<=50K.	>50K.
13766	43	 Private	163769	10th	6	 Separated	 Other-service	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13767	32	 Federal-gov	72630	 Prof-school	15	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	14084	0	55	 United-States	>50K.	>50K.
13768	58	 ?	141409	 Assoc-voc	11	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13769	67	 Private	24968	9th	5	 Married-civ-spouse	 Protective-serv	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13770	24	 Private	118514	 HS-grad	9	 Never-married	 Craft-repair	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13771	19	 ?	116834	 Some-college	10	 Never-married	 ?	 Own-child	 White	 Female	0	0	25	 United-States	<=50K.	<=50K.
13772	42	 Self-emp-not-inc	99185	 Bachelors	13	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	>50K.	>50K.
13773	32	 Private	121769	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13774	59	 Private	160271	7th-8th	4	 Separated	 Machine-op-inspct	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13775	34	 Private	123429	 Some-college	10	 Married-civ-spouse	 Adm-clerical	 Husband	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
13776	24	 Private	744929	 HS-grad	9	 Never-married	 Exec-managerial	 Own-child	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13777	21	 Private	143604	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	12	 United-States	<=50K.	<=50K.
13778	36	 Private	284582	 Some-college	10	 Separated	 Sales	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13779	38	 ?	229363	 HS-grad	9	 Married-civ-spouse	 ?	 Wife	 White	 Female	0	0	4	 United-States	<=50K.	<=50K.
13780	53	 Private	161482	 Bachelors	13	 Divorced	 Prof-specialty	 Not-in-family	 White	 Female	0	0	50	 United-States	>50K.	<=50K.
13781	24	 Self-emp-not-inc	107452	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13782	38	 State-gov	534775	 Some-college	10	 Never-married	 Tech-support	 Unmarried	 Black	 Female	0	0	50	 United-States	<=50K.	<=50K.
13783	51	 Private	183200	 Some-college	10	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	1902	40	 United-States	<=50K.	>50K.
13784	42	 Private	169980	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 Black	 Male	0	0	50	 United-States	>50K.	<=50K.
13785	22	 Private	299047	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
13786	53	 Private	92475	 Some-college	10	 Never-married	 Adm-clerical	 Other-relative	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13787	51	 Private	114758	11th	7	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	48	 United-States	>50K.	<=50K.
13788	65	 Self-emp-not-inc	55894	 Prof-school	15	 Divorced	 Tech-support	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13789	40	 Private	98466	11th	7	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
13790	39	 Private	170174	 Assoc-voc	11	 Never-married	 Adm-clerical	 Own-child	 White	 Male	14344	0	40	 United-States	>50K.	>50K.
13791	54	 Private	335177	 HS-grad	9	 Divorced	 Craft-repair	 Unmarried	 White	 Male	0	0	45	 ?	<=50K.	<=50K.
13792	24	 Private	511231	 HS-grad	9	 Never-married	 Other-service	 Own-child	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
13793	32	 Local-gov	257849	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13794	40	 Local-gov	208751	 Bachelors	13	 Divorced	 Prof-specialty	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13795	36	 Private	383566	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	15024	0	55	 England	>50K.	>50K.
13796	47	 ?	214605	 HS-grad	9	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13797	40	 State-gov	243664	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Wife	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13798	41	 Private	176716	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	1902	40	 United-States	>50K.	>50K.
13799	38	 Private	366618	 HS-grad	9	 Divorced	 Craft-repair	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13800	36	 Self-emp-inc	83748	 Some-college	10	 Married-civ-spouse	 Exec-managerial	 Other-relative	 Asian-Pac-Islander	 Female	0	0	70	 South	<=50K.	<=50K.
13801	64	 Private	278585	 HS-grad	9	 Separated	 Machine-op-inspct	 Unmarried	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13802	47	 Private	106942	7th-8th	4	 Separated	 Other-service	 Not-in-family	 White	 Female	0	0	38	 United-States	<=50K.	<=50K.
13803	22	 Private	372898	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	20	 United-States	<=50K.	<=50K.
13804	48	 Private	183610	 Assoc-voc	11	 Divorced	 Tech-support	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
13805	45	 Private	106061	11th	7	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	70	 United-States	<=50K.	<=50K.
13806	58	 State-gov	138130	 HS-grad	9	 Never-married	 Tech-support	 Own-child	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
13807	48	 Private	43479	 Assoc-voc	11	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	5013	0	40	 United-States	<=50K.	>50K.
13808	49	 Private	118520	 HS-grad	9	 Divorced	 Adm-clerical	 Not-in-family	 White	 Female	0	0	45	 United-States	<=50K.	<=50K.
13809	34	 Federal-gov	207284	12th	8	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13810	43	 State-gov	598995	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Wife	 Black	 Female	3103	0	40	 United-States	>50K.	>50K.
13811	50	 State-gov	141608	 HS-grad	9	 Married-civ-spouse	 Other-service	 Wife	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
13812	31	 Private	230912	 Some-college	10	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	0	0	55	 United-States	<=50K.	<=50K.
13813	31	 Private	309170	 HS-grad	9	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13814	57	 Private	27459	 HS-grad	9	 Married-spouse-absent	 Transport-moving	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13815	33	 Self-emp-not-inc	266674	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	7298	0	56	 United-States	>50K.	>50K.
13816	52	 Private	93127	11th	7	 Married-civ-spouse	 Other-service	 Husband	 White	 Male	0	0	32	 United-States	<=50K.	<=50K.
13817	43	 Self-emp-inc	27444	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	99999	0	40	 United-States	>50K.	>50K.
13818	30	 Private	131415	 Bachelors	13	 Never-married	 Priv-house-serv	 Not-in-family	 White	 Female	0	0	60	 United-States	<=50K.	<=50K.
13819	54	 Private	105428	 HS-grad	9	 Divorced	 Craft-repair	 Not-in-family	 White	 Male	0	1741	40	 United-States	<=50K.	>50K.
13820	36	 Private	139364	 Bachelors	13	 Married-spouse-absent	 Exec-managerial	 Not-in-family	 White	 Male	10520	0	40	 Ireland	>50K.	>50K.
13821	43	 Private	236936	 HS-grad	9	 Divorced	 Exec-managerial	 Unmarried	 White	 Female	0	0	47	 United-States	>50K.	<=50K.
13822	35	 Private	109204	 Bachelors	13	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
13823	56	 Private	456592	 HS-grad	9	 Divorced	 Other-service	 Unmarried	 White	 Female	0	0	37	 United-States	<=50K.	<=50K.
