LIMIT_BAL,sex,education,MARRIAGE,age,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
44,female,higher ed,1,53,0,0,0,0,0,0,29.518,28.4145,25.5143,23.4395,21.6318,20.253,1.3007,0.9102,1.0003,0.5,0.5,0.6,0
5,female,higher ed,1,55,-1,-1,-2,-2,-2,-2,0.11,0,0,0,0,0,0,0,0,0,0,0,0
8,female,higher ed,2,60,-2,-2,-2,-2,-2,-2,0.0577,0.0494,0.0438,0.0387,0.0246,0.0939,0.05,0.0438,0.0387,0.0246,0.0939,0.035,0
23,female,higher ed,1,54,-1,-1,2,2,-2,-2,0.0187,0.3327,0.31,0,0,0,0.3327,0,0,0,0,0,0
9,female,high school,1,53,0,0,0,0,0,0,6.0769,6.1943,6.2082,6.1436,2.7507,2.9218,0.2207,0.25,0.1479,0.1,0.3473,0.25,0
8,female,high school,2,54,0,0,2,0,0,0,1.6613,1.9828,1.9227,2.0593,2.0951,2.146,0.35,0,0.2,0.1,0.1,0.1,0
35,female,high school,1,64,0,0,0,0,0,0,3.0726,2.7639,2.889,3.109,3.2265,3.3737,0.3,0.2,0.3,0.2,0.2,0.2,0
9,female,high school,1,54,3,2,2,2,2,0,8.6228,8.5437,9.0635,9.1745,8.7466,8.5662,0.15,0.75,0.35,0,0.33,0.35,1
4,female,higher ed,1,56,0,0,0,0,0,0,3.0048,3.1049,3.2144,3.3157,3.3657,3.4359,0.1805,0.19,0.1851,0.1351,0.1394,0.1464,1
5,female,higher ed,1,61,3,2,0,0,0,0,5.2659,5.1213,5.1696,5.0422,3.0145,3.0203,0.0004,0.2346,0.2155,0.1046,0.1073,0.1246,1
5,female,high school,1,58,1,3,2,2,2,2,3.9649,4.0194,4.115,4.167,4.2188,4.336,0.15,0.19,0.15,0.15,0.2,0.15,0
10,female,high school,1,55,-2,-2,-2,-2,-2,-2,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,1
20,female,high school,1,56,0,0,0,0,0,0,19.3392,15.9546,15.8486,16.0375,16.3444,0,0.5039,0.8,0.35,0.3269,0,0,0
18,female,high school,2,55,-1,0,0,0,0,0,5.2824,5.3165,5.4842,5.4868,5.6286,5.6621,0.2,0.3002,0.3,0.23,0.2345,0.2,0
18,female,higher ed,1,62,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,female,higher ed,1,58,-1,-1,-1,-1,-2,-1,1.7895,1.3576,1.8286,-0.02,0,1.8486,1.3605,1.9352,0,0.02,1.8486,0.5656,0
12,female,high school,1,63,0,0,0,0,0,0,4.9394,5.1261,5.1333,5.1174,4.468,4.376,0.3,0.2,0.2,0.2,0.2,0.2,0
8,female,high school,2,65,2,0,0,0,0,0,8.5882,8.4985,8.4247,8.1619,3.0095,2.0639,0.39,0.4,0.2048,0.13,0.17,0.0401,0
6,female,high school,1,66,0,0,2,2,4,4,4.735,5.123,5.4784,5.8232,6.167,6.512,0.5,0.5,0.5,0.5,0.5,0.1,0
14,female,higher ed,1,55,0,0,0,0,0,0,10.8038,11.0216,8.4516,7.2391,6.1298,6.2193,0.42,0.2822,0.2336,0.2588,0.225,0.2491,0
22,male,higher ed,1,39,-2,-2,-2,-2,-2,-2,0.1557,0.4445,0.4292,0.1803,0.297,0.6348,0.4478,0.4323,0.1812,0.2985,0.6379,0.186,0
8,male,higher ed,2,25,2,2,-2,-2,-2,-2,7.9,0,0,0,0,0,0,0,0,0,0,0,0
36,male,higher ed,2,29,0,0,0,0,-1,0,6.7273,4.711,3.9017,0,0.6835,0.5562,1,0.5,0,0.6835,0,0.2009,0
6,male,high school,2,26,0,0,0,0,0,0,5.6387,5.7648,5.9521,5.8637,3.849,3.8492,0.22,0.2805,0.1764,0.1356,0.15,0.1523,0
5,male,higher ed,2,29,-1,-1,-2,-2,-2,-2,0.1528,0,0,0,0,0,0,0,0,0,0,0,0
2,male,higher ed,2,28,0,0,0,0,0,0,1.7027,3.4235,1.8478,1.9215,1.5915,0,0.15,0.3,0.12,0.04,0,0,0
5,male,higher ed,2,22,1,-1,-1,-1,-1,-2,0,0.1054,0.1448,0.2535,0,0,0.1054,0.1448,0.2535,0,0,0,0
36,male,higher ed,2,29,-1,-1,-1,-1,-1,-1,0.039,0.039,0.039,0.039,0.039,0.069,0.039,0.039,0.039,0.039,0.069,0.4224,0
5,male,higher ed,2,34,0,0,0,0,0,-1,4.4168,4.4727,2.6135,2.673,1.218,1.8179,0.141,0.2,0.1167,0.1017,1.8179,0.0651,0
13,male,high school,1,27,-1,-1,-1,-1,-2,-1,0.05,0.2,0.1354,0,0,0.2699,0.2,0.1354,0,0,0.2699,0.3766,1
2,male,higher ed,2,22,1,2,2,0,0,0,1.7336,1.7751,1.8113,1.4885,1.4975,1.5311,0.1,0.1003,0.13,0.09,0.07,0.47,1
2,male,higher ed,2,22,3,2,2,2,3,2,1.6132,1.6562,1.9279,2.0663,2.0043,1.9584,0.1,0.3,0.2,0,0,0.1803,1
30,male,higher ed,1,35,0,0,0,0,0,0,9.1282,4.5885,3.5329,2.9368,1.8833,9.3329,0.326,0.224,0.1505,0.125,8.0934,0.27,0
25,male,higher ed,1,36,-1,-1,-1,-1,0,0,0.5992,0,0.14,7.9181,2.9172,1.4816,0,0.14,7.9181,1,0,0.4176,1
10,male,higher ed,1,37,0,0,0,0,0,0,9.9516,8.7274,9.6414,7.4161,4.5585,4.0178,1.0184,2,0.515,0.5,1,1,1
8,male,higher ed,1,37,2,0,0,0,0,0,8.197,7.8754,7.4789,4.5883,2.9616,2.8916,0.3,0.3139,0.2001,0.2081,0.12,0.15,1
2,male,higher ed,2,22,1,2,2,2,2,0,0.9422,1.0106,1.4127,1.4598,1.4069,1.469,0.1,0.4211,0.1,0,0.1,0.1,1
5,male,higher ed,2,23,0,0,0,0,0,0,3.4376,3.53,3.2106,3.2994,1.822,1.8755,0.1806,0.1612,0.15,0.0652,0.0828,0.0957,0
5,male,higher ed,2,23,2,0,0,0,0,0,4.9301,5.066,5.0036,6.077,1.0598,1.0122,0.25,0.2142,0.2254,0.068,0.0491,0.034,1
2,male,higher ed,2,23,1,2,4,3,2,2,1.1113,1.411,1.3609,1.3102,1.2595,1.4287,0.35,0,0,0,0.19,0,1
5,male,higher ed,1,23,0,0,-2,-2,-2,-2,0.9156,0,0,0,0,0,0,0,0,0,0,0,1
18,male,higher ed,2,23,0,0,0,0,-2,-2,17.7736,15.7096,3.37,0,0,0,0.6849,0.15,0,0,0,0,0
5,male,higher ed,2,23,0,0,0,-1,-1,0,1.1306,0.6657,0.3565,0.382,0.1275,0.1275,0.1069,0.124,0.384,0.1275,0,0,1
2,male,high school,2,23,0,0,0,0,0,0,0.8038,0.906,1.16,1.2307,1.2703,1.297,0.1161,0.2701,0.1204,0.06,0.062,0.0622,1
2,male,higher ed,2,22,1,2,2,0,0,0,1.5471,1.6211,1.6752,1.7471,1.783,1.923,0.13,0.11,0.13,0.0649,0.1698,0.0861,0
1,male,higher ed,2,22,1,2,2,2,0,0,0.7019,0.676,0.8882,0.852,0.8694,0.8871,0,0.24,0,0.0174,0.0177,0.0181,1
1,male,higher ed,2,21,0,0,0,0,0,0,0.7327,0.8244,0.9259,0.9757,0.9887,0.9987,0.15,0.13,0.1,0.0206,0.2094,0,0
15,male,higher ed,1,24,0,0,-1,-1,-1,0,13.9125,0,0.0435,0,8.1824,8.3101,0,0.087,0,8.2259,0.3018,0.3102,0
1,male,higher ed,2,21,2,0,0,0,0,0,0.8999,0.9042,1.0038,0.9784,0.9984,0.978,0.14,0.1305,0.1,0.02,0.0196,0,1
2,male,higher ed,2,23,0,0,3,2,0,0,0.3286,0.6341,0.6097,0.6339,0.5143,0.5126,0.33,0,0.0511,0.03,0.03,0.15,0
2,male,higher ed,2,24,2,3,2,2,3,2,2.1034,1.9839,1.8663,2.0394,1.9228,1.9615,0,0,0.2616,0,0.14,0,0
5,male,high school,1,23,0,0,0,0,0,0,4.3087,4.4468,4.6653,4.3143,1.9003,-0.0317,0.21,0.326,0.12,0.1,0,1.6628,1
1,male,higher ed,2,24,1,2,2,0,0,3,0.557,0.7327,0.7065,0.8058,0.9433,0.9008,0.2,0,0.1125,0.15,0,0,1
5,male,higher ed,2,23,0,0,-2,-2,-2,-2,4.9276,0,0,0,0,0,0,0,0,0,0,0,0
2,male,higher ed,2,23,0,0,0,0,0,0,1.5932,1.6965,1.7993,1.8698,1.9075,2.0498,0.1605,0.1605,0.131,0.0687,0.1735,0,0
9,male,high school,2,23,3,2,0,0,0,0,9.2154,8.77,6.111,1.4223,0.9784,0.5155,0,0.22,0.1,0.0477,0.0103,0,1
3,male,high school,2,23,1,2,0,0,0,0,3.0391,2.9144,3.0419,3.0097,2.5887,2.5707,0,0.2033,0.142,0,0.0092,0,0
11,male,higher ed,2,25,0,0,0,0,0,0,8.9687,8.9434,9.1389,9.2003,9.5614,9.3399,0.41,0.4304,0.4004,0.6007,0.4003,0.5017,0
1,male,higher ed,2,23,-1,2,-1,-1,-1,-1,0.078,0.039,0.039,0,0.078,0,0,0.039,0,0.078,0,0,1
2,male,higher ed,2,23,2,2,2,0,0,0,1.6771,1.9403,1.8541,1.9254,1.9456,1.9323,0.2919,0,0.1298,0.1,0.0692,0.0766,1
1,male,higher ed,2,24,1,2,0,0,0,2,0.5378,0.5146,0.6205,0.7139,0.7918,0.7646,0,0.13,0.12,0.09,0,0.07,0
8,male,higher ed,2,25,-2,-2,-2,-2,-2,-2,0.0302,-0.0062,0.1958,-0.0101,1.5932,0.095,0,0.202,0,1.6033,1.122,0,0
2,male,higher ed,2,24,0,0,0,0,0,0,0.6814,0.767,0.869,0.9699,1.0138,1.04,0.1132,0.1152,0.1161,0.06,0.06,0,0
24,male,higher ed,2,25,0,0,0,0,0,0,6.2946,6.194,6.1412,6.2771,6.5038,6.7266,0.2212,0.2237,0.5,0.5,0.5,0.3413,0
17,male,high school,1,40,0,0,0,0,0,0,17.165,17.1841,17.1014,16.8142,16.9821,17.3014,0.6384,0.754,0.754,0.6301,0.6517,0.6035,0
8,male,higher ed,2,23,0,0,0,0,-2,-2,7.8542,4.8563,2.079,0,0,0,0.175,0.165,0,0,0,0,0
2,male,higher ed,2,22,2,2,2,2,0,0,2.0433,1.9302,1.9276,1.9451,1.9641,2.0188,0,0.21,0.1,0.1,0.1,0.1,0
2,male,higher ed,2,22,0,0,0,0,0,-1,0.9493,1.0531,1.1557,1.2546,0.99,0.1,0.15,0.15,0.15,0.08,0.15,0,0
48,male,higher ed,1,37,-1,-1,-1,-1,0,0,0.2849,3.0999,5.3425,7.6538,10.6032,6.6535,4.5205,5.5328,7.7,3.0048,3.0015,1.5056,0
2,male,higher ed,2,23,3,3,2,0,0,2,1.1859,1.1385,1.0916,1.2419,1.3904,1.3538,0,0,0.2,0.2,0,0.14,1
2,male,higher ed,2,24,0,0,0,0,0,0,1.7924,1.8475,1.9539,1.9396,1.1643,1.1578,0.14,0.138,0.1181,0.1,0.05,0.05,0
10,male,higher ed,2,22,0,0,0,0,0,0,3.5986,3.6663,3.6218,3.8044,3.7222,3.774,0.2548,0.2625,0.2451,0.089,0.1056,0.0912,0
5,male,higher ed,2,23,0,0,0,0,-2,-2,4.8784,5.0371,5.14,0,0,0,0.24,0.24,0,0,0,0,0
8,male,higher ed,2,24,2,2,-2,-1,0,0,0.143,0,0,0.0872,2.2872,2.0641,0,0,0.0872,2.2,0.2002,0.2001,0
20,male,higher ed,2,24,-1,-1,-1,-1,0,0,0.9167,0.02,0.0198,1.8154,1.3677,0.2018,0.02,0.0198,1.8156,0,0.115,0,0
15,male,high school,2,32,0,0,0,-1,0,0,15.9919,6.8686,16.1192,15.0464,14.3375,14.6411,0.4019,14.6896,15.7436,0.46,0.4709,0.56,0
3,male,higher ed,2,34,-1,-1,-1,-1,-2,-2,0.039,0,0.078,0,0,0,0,0.078,0,0,0,0,0
14,male,higher ed,2,25,0,0,0,0,0,2,1.7172,1.8695,2.088,2.3515,2.5122,2.4581,0.1815,0.3,0.3,0.2,0,0.25,0
1,male,higher ed,2,21,0,0,0,0,0,0,0.7427,0.8057,0.8749,0.9413,1.0534,1.021,0.12,0.1165,0.1079,0.12,0.0754,0,0
2,male,high school,2,24,2,0,0,0,0,0,1.1179,1.2188,1.2904,1.4217,1.436,1.614,0.1504,0.122,0.1533,0.0676,0.2177,0.0559,1
5,male,higher ed,2,26,0,0,0,0,0,0,1.2571,1.3656,1.5407,1.7127,1.7569,1.8162,0.16,0.228,0.2,0.1,0.1,0.2,0
13,male,higher ed,2,25,0,0,0,0,0,0,10.1281,12.9217,12.8302,12.53,0.4125,0.421,3.12,0.4268,8.9527,0.0107,0.05,0.1,0
5,male,higher ed,2,26,0,0,0,0,0,0,0.6905,0.7574,0.7652,0.7161,0.7531,0.7033,0.2,0.2,0.1,0.15,0,0.3,0
16,male,higher ed,2,26,-1,-1,-1,-1,-1,0,0.5417,1.5134,1.5193,1.0845,4.6397,3.2334,1.5134,1.5199,1.0845,4.6397,0.128,1.5,0
3,male,higher ed,2,26,0,0,0,0,0,0,2.916,3.064,2.3583,2.4195,2.4546,-0.0354,0.2015,0.18,0.12,0.0551,0,2.8983,0
8,male,higher ed,2,27,0,0,0,0,0,0,6.0829,5.7556,5.9083,6.0051,4.1757,4.2641,0.2061,0.2455,0.2667,0.2002,0.2055,0.1,0
2,male,high school,2,25,0,0,2,3,2,2,0.9248,1.1859,1.4264,1.3746,1.3228,1.4333,0.31,0.29,0,0,0.1325,0.067,0
2,male,high school,2,24,0,0,0,0,0,0,1.557,1.6996,1.8414,1.9843,1.9643,0.33,0.2,0.2,0.22,0,0.01,0,0
1,male,high school,2,24,1,-1,0,-1,0,0,-0.0372,0.4253,0.1777,0.078,0.078,0,0.5253,0.15,0.078,0,0,0,0
11,male,high school,2,26,0,0,0,0,0,0,1.0183,1.1971,0.8164,1.0895,1.3503,1.6227,0.2,0.2,0.3,0.3,0.3,0.2,0
5,male,higher ed,2,24,-1,0,0,0,0,0,4.7796,4.9045,4.5506,4.1471,1.8298,1.9001,0.21,0.19,0.2,0.1,0.1,0.1,0
4,male,higher ed,2,25,-1,0,0,2,2,0,0.0977,0.1787,0.2566,0.3174,0.2634,0.1547,0.119,0.1349,0.12,0,0.0547,0.0231,0
12,male,higher ed,2,26,-2,-2,-2,-2,-2,-2,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0
5,male,higher ed,2,26,0,0,0,0,0,0,4.9458,5.0135,4.9889,2.0459,1.9727,1.9354,0.22,0.15,0.1933,0.06,0.0461,0.035,0
27,male,higher ed,2,27,0,0,0,0,0,0,17.638,18.8744,19.4534,19.9524,20.3514,20.8396,1.5,1,0.7841,0.693,0.78,0.773,0
20,male,higher ed,1,27,2,2,2,2,0,0,17.7998,17.435,15.8632,15.4522,13.5375,14.2526,1.46,0.7,0,0.6,1.15,0.0024,1
2,male,higher ed,2,24,1,2,2,0,0,2,0.7733,0.8754,0.8469,0.9481,1.0324,1.0017,0.13,0,0.1157,0.1,0,0.121,0
3,male,higher ed,2,24,0,0,0,0,0,0,2.788,2.9342,2.2974,2.4586,2.5675,3.0765,0.2,0.1388,0.2,0.15,0.5541,0,0
2,male,high school,2,26,3,2,2,2,2,-1,0.015,0.015,0.015,0.015,0.015,0.115,0,0,0,0,0.115,0,1
2,male,higher ed,2,24,0,0,0,0,4,3,0.5212,0.6462,0.7846,1.0715,1.0406,0.9953,0.15,0.15,0.3,0,0,0,1
1,male,higher ed,2,24,2,2,0,0,0,0,0.8837,0.7554,0.8287,0.958,0.9267,1.0096,0,0.15,0.2,0.07,0.15,0,1
5,male,higher ed,2,24,2,0,0,0,0,0,4.7121,4.6623,4.6693,3.104,3.0669,3.0218,0.195,0.1949,0.1482,0.104,0.0913,0.0779,0
6,male,higher ed,1,25,0,0,0,0,0,0,4.5648,4.2596,3.9829,3.9324,3.246,3.1735,0.2,0.25,0.2,0.11,0.12,0.12,0
20,male,higher ed,2,26,0,0,-1,0,0,-2,1.4335,1.2452,0.4467,0.3285,0,0,0.1213,0.4467,0.1,0,0,0,0
11,male,higher ed,2,26,0,0,0,0,0,0,3.677,0.7611,0.9275,0.5751,1.0592,0.9701,0.2,0.2,0.2,0.5,0.347,0,0
21,male,high school,2,27,0,0,0,0,0,0,19.6963,20.1741,21.9122,22.3267,22.7841,22.8377,0.7,2,0.82,0.71,0.68,0.7,0
2,male,higher ed,2,27,-1,-1,-1,-1,-1,-1,0.1663,0.1662,0.1473,0.1623,0.1623,0.1663,0.1662,0.1473,0.1623,0.1623,0.1663,0.1623,0
30,male,higher ed,1,27,0,0,0,0,0,0,1.1645,1.345,1.1671,1.2888,1.7915,1.8923,0.3513,0.2012,0.3902,0.7924,0.2932,0.2077,0
3,male,higher ed,2,22,3,2,2,2,2,3,2.6061,2.5349,2.7826,2.708,3.0525,2.9764,0,0.32,0,0.39,0,0,1
5,male,high school,1,24,0,0,2,0,0,0,2.9341,2.7139,1.3295,1.4126,1.2185,0.8419,0.1806,0.1,0.1112,0.0366,0.0503,0.05,0
8,male,higher ed,2,24,1,2,2,2,0,0,17.8541,17.4189,18.3197,17.7641,14.9806,14.1706,0,1.19,0.65,0.65,0.58,0.65,1
5,male,higher ed,2,26,1,2,2,2,2,2,3.1392,3.2976,3.4154,3.3311,3.5246,3.4548,0.24,0.2,0,0.28,0,0.31,1
23,male,higher ed,2,27,0,0,0,0,0,0,14.753,15.0313,14.6464,14.4227,13.3638,13.6605,0.68,0.6707,1.0038,0.4782,0.5119,0.5632,0
11,male,high school,2,27,0,0,0,0,0,0,7.1048,7.4242,7.8032,8.1392,4.8022,4.8068,0.5,0.5,0.5,0.5,0.3709,0,0
14,male,higher ed,2,27,0,0,0,0,0,0,8.021,6.7746,7.623,7.7954,7.8953,8.1848,1,1,0.3393,0.326,0.5,0.3,0
14,male,higher ed,2,28,0,0,0,0,-1,0,21.8318,13.5085,12.2762,7.6564,13.9508,14.2253,0.5,0.6614,0.2198,14,0.5413,0.4689,0
36,male,higher ed,2,28,-1,-1,2,-1,-1,-1,0.2711,0.078,0.039,0.039,0.039,0.054,0.078,0,0.039,0.039,0.054,0.039,0
9,male,high school,2,25,1,3,2,2,2,2,2.5179,2.4496,2.3325,2.4336,2.4817,2.5338,0,0,0.1405,0.0886,0.0919,0.1104,1
1,male,higher ed,2,26,0,0,0,0,0,0,0.4457,0.5622,0.6673,0.789,0.8628,0.936,0.14,0.13,0.15,0.1,0.1,0,0
18,male,higher ed,2,26,-1,-1,-1,-1,-1,0,1.4565,0.95,1.0122,0.077,0.4159,0.4159,0.95,1.0122,0.077,0.4159,0,0.5243,0
12,male,high school,0,26,0,0,-1,-1,-1,-1,4.5753,5.3323,0.5257,1.3781,0.8636,0.5698,1.316,0.5272,1.3832,0.8661,0.5715,3.8852,0
13,male,higher ed,2,25,2,0,0,0,0,-1,12.8947,12.6454,12.8179,7.5525,7.6862,0.6131,0.5006,0.4252,0.3,0.1537,1,2.13,0
9,male,higher ed,2,25,0,0,-1,-1,0,-1,0.2381,0.2908,0.1051,0.2422,0.1051,0.1051,0.18,0.1052,0.2422,0,0.1051,8.3573,0
17,male,higher ed,2,26,0,0,0,0,0,0,16.4408,15.3323,15.2429,15.4704,9.6724,7.3916,0.57,0.74,0.56,0.45,0.3,0.35,1
5,male,higher ed,2,23,0,0,2,0,0,0,4.7378,5.0555,4.5532,4.7086,1.9045,1.9554,0.4,0,0.243,0.1,0.08,0.07,0
40,male,higher ed,2,26,0,0,0,0,0,0,9.858,6.7946,16.1585,14.6093,12.9047,7.5427,0.8006,12.3692,0.7002,0.8167,0.3996,0.2,0
1,male,high school,2,24,0,-1,-1,0,0,0,0.9285,0.0273,0.8327,0.9379,0.9566,0.9766,0.0273,0.8327,0.12,0.0342,0.0354,0.0438,0
36,male,higher ed,2,27,-2,-2,-2,-2,-2,-2,0.4614,0.6777,1.4101,1.1959,0.3184,0.7252,0.6813,1.4171,1.2023,0.32,0.7288,0.1892,0
10,male,higher ed,2,25,-1,-1,-1,-1,-1,-1,0.1522,0.0291,0.1791,0.2367,0.4589,0.0291,0.0291,0.1791,0.2367,0.4613,0.0291,0.0291,0
8,male,higher ed,2,25,-1,-1,2,-1,-1,-1,0.0825,0.165,0.0825,0.0825,0.0825,0.0825,0.165,0,0.0825,0.0825,0.0825,0,0
2,male,higher ed,2,25,-1,-1,-1,-1,-1,-2,0.039,0.039,0.1128,1.978,0,0,0.039,0.1128,1.978,0,0,0,0
5,male,higher ed,2,25,0,0,0,0,0,-1,1.5639,1.0504,1.1824,1.3018,1.2303,1.8584,0.12,0.15,0.15,0.0281,1.8584,0.1,0
5,male,higher ed,2,24,-1,2,-1,-1,-1,0,0.1959,0.0662,0.1655,0,0.125,0.1,0,0.1655,0,0.125,0,0,0
5,male,higher ed,2,24,0,0,0,0,0,0,1.257,1.1659,0.8312,1.1451,0.9312,0.7239,0.6,0.6,0.8,0.0186,0,0,0
10,male,higher ed,2,26,0,0,0,0,0,0,3.0928,3.2186,3.2949,3.368,3.4419,3.7782,0.25,0.2,0.2,0.2,0.45,4,1
15,male,higher ed,2,26,2,2,2,2,2,0,16.4576,16.05,17.0405,17.6048,16.1874,14.4124,0,1.4,1.0048,0,0.5118,0.4517,1
19,male,higher ed,2,25,0,0,2,0,0,0,0.3173,0.527,0.504,0.605,0.6447,0.7339,0.2323,0,0.1103,0.05,0.1,0.04,0
8,male,higher ed,2,26,0,0,0,0,0,0,7.5755,7.7397,7.7839,6.9534,6.0747,5.228,0.35,0.3328,0.2811,0.1192,0.1516,0.2316,0
1,male,higher ed,2,26,0,0,0,0,0,0,0.9861,1.5147,0.6641,1.5318,0.861,0.879,0.1099,0.2234,0.1135,0.1086,0.0319,0.0319,0
5,male,higher ed,2,26,0,0,0,0,0,0,2.9021,2.8408,2.9117,2.8764,2.839,2.9443,0.1768,0.1477,0.1444,0.11,0.15,0.11,0
8,male,higher ed,2,25,1,-2,-1,-1,-2,-2,0,0,0.0431,0,0,0,0,0.0431,0,0,0,0,0
5,male,higher ed,2,26,0,0,0,0,0,2,4.2695,4.3679,4.4757,4.5703,4.8476,4.7603,0.2,0.1781,0.1727,0.35,0,0.36,0
8,male,high school,1,34,1,2,2,2,2,2,7.1104,7.2737,7.3987,7.2199,7.6621,7.8451,0.34,0.3,0,0.5637,0.32,0,1
2,male,high school,2,27,0,0,-2,-2,-2,-2,3.6908,0,0,0,0,0,0,0,0,0,0,0,0
17,male,higher ed,2,27,0,0,0,0,0,0,15.6411,14.3042,12.6395,11.9365,11.2801,10.8241,0.71,0.55,0.5,0.5,0.5,0.5,1
21,male,higher ed,2,27,1,-1,-1,-1,-1,-1,0,0.0582,0,0.0582,0.0291,0.1027,0.0582,0,0.0582,0.0291,0.1027,0.0291,1
23,male,higher ed,2,27,0,0,0,0,0,0,0.5504,0.4782,0.3864,0.3242,0.1428,0.2358,0.2,0.2,0.2,0.03,0.2,0.14,0
5,male,higher ed,2,28,0,0,-1,-1,-1,-2,2.3266,1.6093,1.9906,1.1132,0,0,0.5224,1.9906,1.1132,0,0,0,0
3,male,higher ed,2,28,2,0,0,0,0,0,2.4104,2.5198,2.5988,2.7107,2.745,2.9193,0.18,0.15,0.16,0.1,0.21,0.14,0
5,male,higher ed,2,25,0,0,0,0,0,0,4.8424,5.034,4.8395,4.9604,4.8397,4.9847,0.271,0.276,0.275,0.1507,0.2,0.15,0
5,male,higher ed,2,28,2,0,0,2,0,0,1.4091,1.4752,1.846,1.7749,1.8936,0.5925,0.12,0.3972,0,0.1448,0.0492,1,1
2,male,higher ed,2,26,0,0,0,2,0,0,1.7961,1.7091,1.412,1.2266,1.0783,0.5131,0.1513,0.4932,0.0009,0.0286,0.1,1.5,0
16,male,higher ed,2,26,-2,-2,-2,-2,-2,-2,0.1987,0,9.95,-0.05,-0.05,-0.05,0,9.95,0,0,0,0,0
7,male,high school,2,26,0,0,2,0,0,0,6.4494,6.9272,6.2196,6.2809,4.8047,4.911,0.5916,0,0.2315,0.1718,0.2,0.2,1
29,male,higher ed,2,28,0,0,0,0,0,0,1.8359,1.8985,1.7742,1.753,0.8135,0.7559,0.15,0.15,0.1021,0.0185,0.0387,0.2,0
12,male,high school,2,26,0,0,0,0,0,0,8.8143,8.3432,7.8471,7.7711,7.925,5.586,0.6,0.41,0.3,0.3,0.2,0,0
5,male,higher ed,2,27,0,0,0,0,0,0,4.5586,4.6573,4.7332,4.7382,4.737,4.62,0.3,0.22,0.16,0.0978,0.2,0.1,0
11,male,higher ed,2,26,0,0,0,0,0,0,10.186,9.9782,9.8236,9.2879,7.5216,7.6778,0.3577,0.4416,0.2972,0.2756,0.2839,0.2472,0
16,male,high school,2,26,0,0,0,0,0,0,1.1152,1.1354,1.1486,1.2176,0.8044,0,0.5398,0.5676,0.8874,0.0161,0,0,0
3,male,high school,2,27,0,0,0,0,0,0,2.9584,2.5645,2.4564,2.5823,2.6269,2.6335,0.3,0.2,0.2,0.25,0.3,0.25,0
21,male,higher ed,2,27,1,-2,-1,2,-1,0,0,0,0.0709,0.0397,0.1026,0.1026,0,0.0709,0,0.1026,0,0,0
15,male,high school,2,27,0,0,0,0,0,0,8.5993,8.1682,8.3467,8.6076,8.7829,5.8213,0.2922,0.31,0.4,0.3536,0.22,0.2123,0
12,male,higher ed,2,28,0,0,0,0,-1,-1,11.7303,1.5504,1.5748,1.548,0.0998,0.098,0.1256,0.15,0.2,0.0998,0.098,0,1
10,male,higher ed,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
12,male,higher ed,2,28,2,2,0,0,2,2,11.4127,11.0826,11.3559,11.8784,11.8967,10.8887,0,0.6,0.9,0.3425,0.0045,0.35,1
14,male,higher ed,2,26,2,2,2,2,2,2,11.9424,11.6014,13.3567,12.9953,13.6283,13.9961,0,1.95,0,1,0.6,0.5,1
2,male,higher ed,2,24,1,2,2,0,0,0,0.6962,0.7898,0.7626,0.8692,0.9541,0.9885,0.12,0,0.12,0.1,0.05,0.05,1
33,male,higher ed,2,25,0,0,0,0,0,0,22.9229,22.7017,22.204,21.8852,20.3312,19.6266,0.952,0.81,0.85,0.74,0.72,0.79,0
21,male,higher ed,2,29,0,0,0,0,0,0,18.3214,16.7757,17.0663,16.9291,14.0384,13.8574,0.6,0.8,0.5556,0.51,0.5016,0.52,0
43,male,higher ed,2,29,-2,-2,-2,-2,-2,-2,0.0325,0.0325,0.0325,0,0.0325,0.065,0.0325,0.0325,0,0.0325,0.065,0.015,0
15,male,higher ed,2,28,0,0,0,0,0,0,12.9151,10.126,9.4545,9.381,8.2668,6.4924,0.3501,0.3516,0.3003,0.2578,0.23,0.23,0
21,male,high school,2,28,0,0,0,0,0,0,5.834,5.8644,5.9855,6.1013,6.1097,6.5089,0.2107,0.3,0.3,0.25,0.6,0.8,0
24,male,higher ed,2,29,0,0,0,0,0,0,24.3774,24.2529,24.2079,24.3114,21.393,21.9009,0.8891,1.235,1.5969,0.7968,0.87,1.75,0
14,male,higher ed,2,30,2,0,0,0,0,0,13.8421,13.7456,13.9977,13.6207,5.0464,4.943,0.5,0.6003,0.4771,0.2103,0.2,4.3557,1
5,male,higher ed,2,28,0,0,0,0,0,0,4.5622,4.7061,4.8264,2.7806,2.4901,2.5441,0.25,0.25,0.2,0.2,0.0941,0.3113,1
