,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25119,38, Private,52738, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25120,27, Private,189702, HS,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25121,35, Private,407913, HS,9, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0
25122,20, Private,166527, Higher ed,10, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, United-States,0
25123,24, Self-emp-not-inc,34918, Higher ed,11, Never-married, Other-service, Unmarried, White, Female,0,0,38, United-States,0
25124,18, Federal-gov,201686, HS,7, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,4, United-States,0
25125,28, Local-gov,179759, Higher ed,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
25126,36, Private,94954, HS,9, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States,0
25127,66, Private,350498, Higher ed,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1258,20, United-States,0
25128,19, Private,201743, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0
25129,59, Self-emp-not-inc,119344, HS,6, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,36, United-States,0
25130,33, Private,149726, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States,0
25131,34, Private,174789, Higher ed,13, Never-married, Other-service, Not-in-family, White, Male,0,2001,40, United-States,0
25132,41, Private,171234, Higher ed,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States,0
25133,30, Private,206325, HS,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
25134,59, Private,202682, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25135,42, Private,121055, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
25136,47, Private,160187, HS,9, Separated, Prof-specialty, Other-relative, Black, Female,14084,0,38, United-States,1
25137,60, Private,139391, Higher ed,10, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,1
25138,53, Local-gov,124094, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,35, United-States,0
25139,41, Private,30759, HS,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
25140,32, Private,137875, Higher ed,10, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States,0
25141,20, Private,238384, HS,9, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
25142,49, Private,340755, Higher ed,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
25143,36, Local-gov,224947, Higher ed,13, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0
25144,33, State-gov,111994, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States,0
25145,25, Private,125491, Higher ed,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,34, United-States,0
25146,40, Local-gov,99185, Higher ed,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
25147,48, Private,249935, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States,0
25148,51, Private,206775, Higher ed,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
25149,34, Private,242361, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States,0
25150,22, Private,134746, HS,6, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0
25151,34, Self-emp-inc,198613, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2002,40, United-States,0
25152,56, Private,174040, HS,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
25153,49, Private,165953, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States,0
25154,36, Private,273604, Higher ed,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
25155,18, Private,192409, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
25156,26, Self-emp-not-inc,102476, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,0
25157,48, Private,234504, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
25158,35, Self-emp-not-inc,468713, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
25159,29, Private,84560, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
25160,47, Private,148995, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
25161,21, Private,34816, Higher ed,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,12, United-States,0
25162,28, Private,211184, Higher ed,10, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,0
25163,53, Private,33304, Higher ed,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
25164,65, Federal-gov,179985, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
25165,26, Private,219815, Higher ed,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
25166,50, Private,134766, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,1
25167,26, Private,106548, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
25168,70, Private,89787, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States,0
25169,55, Private,164857, Higher ed,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
25170,27, Federal-gov,257124, Higher ed,13, Never-married, Transport-moving, Other-relative, White, Male,0,0,35, United-States,0
25171,43, Private,125461, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,55, United-States,1
25172,24, Private,189749, HS,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25173,26, Private,284250, HS,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
25174,23, Private,101885, HS,6, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
25175,41, Self-emp-not-inc,134130, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0
25176,52, Private,260938, Higher ed,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
25177,41, Self-emp-not-inc,238184, HS,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States,0
25178,59, Self-emp-not-inc,148626, HS,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
25179,56, Self-emp-not-inc,48102, Higher ed,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,50, United-States,1
25180,58, Private,234213, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,14344,0,48, United-States,1
25181,65, Private,113323, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
25182,24, Local-gov,34246, Higher ed,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,0
25183,51, Private,175070, Higher ed,12, Married-civ-spouse, Sales, Husband, White, Male,5178,0,45, United-States,1
25184,31, Private,279680, Higher ed,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,0
25185,84, Private,188328, HS,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States,0
25186,51, Private,96609, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25187,24, Local-gov,84257, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
25188,30, Private,275632, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0
25189,47, Private,97176, Higher ed,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
25190,19, Private,197714, HS,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
25191,43, Self-emp-not-inc,147099, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States,0
25192,30, Private,186346, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,0
25193,46, Private,73434, Higher ed,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0
25194,49, Local-gov,275074, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
25195,42, Private,210525, Higher ed,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
25196,57, Private,372020, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,5013,0,50, United-States,0
25197,46, Private,176684, Higher ed,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
25198,23, Private,210474, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
25199,26, Private,293690, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States,1
25200,64, Private,149775, Higher ed,14, Never-married, Prof-specialty, Other-relative, White, Female,0,0,8, United-States,0
25201,31, Private,126950, HS,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
25202,38, Private,172538, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States,1
25203,44, Private,115411, Higher ed,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
25204,42, Self-emp-not-inc,101709, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2885,0,40, United-States,0
25205,23, Private,265356, Higher ed,13, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0
25206,31, Local-gov,192565, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States,1
25207,35, Self-emp-not-inc,348771, HS,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,0
25208,30, Self-emp-not-inc,148959, Higher ed,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
25209,35, Private,126569, HS,9, Divorced, Craft-repair, Own-child, White, Male,0,0,20, United-States,0
25210,40, Private,105936, HS,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0
25211,18, Private,188076, HS,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
25212,63, Private,124242, HS,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,0
25213,20, State-gov,200819, HS,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
25214,50, Local-gov,100480, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
25215,49, Private,129513, Higher ed,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
25216,53, Self-emp-not-inc,297796, HS,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
25217,34, Private,195488, HS,9, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
25218,54, Private,153486, HS,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,56, United-States,1
25219,40, Private,126845, Higher ed,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
25220,22, Private,206974, Higher ed,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
25221,62, Private,197514, HS,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,16, United-States,0
25222,51, Private,334679, Higher ed,11, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,0
25223,65, Private,105116, Higher ed,10, Widowed, Adm-clerical, Not-in-family, White, Female,2346,0,40, United-States,0
25224,31, Private,151484, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States,0
25225,42, Self-emp-inc,78765, Higher ed,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,90, United-States,1
25226,42, Private,98427, HS,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,35, United-States,0
25227,23, Private,117606, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,60, United-States,0
25228,28, Private,68642, HS,9, Never-married, Other-service, Not-in-family, White, Female,0,0,46, United-States,0
25229,42, Private,341638, HS,7, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
25230,30, Private,65920, HS,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,0
25231,33, Federal-gov,188246, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25232,33, Private,198727, HS,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
25233,39, Private,160728, HS,9, Divorced, Machine-op-inspct, Unmarried, White, Male,2977,0,40, United-States,0
25234,27, Private,706026, HS,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
25235,17, Private,160758, HS,6, Never-married, Sales, Other-relative, White, Male,0,0,30, United-States,0
25236,58, Private,201112, Higher ed,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,55, United-States,1
25237,69, Self-emp-inc,107850, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,6514,0,40, United-States,1
25238,34, Private,230246, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,1
25239,34, Private,203034, Higher ed,13, Separated, Sales, Not-in-family, White, Male,0,2824,50, United-States,1
25240,20, Private,373935, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,0
25241,64, Federal-gov,341695, Higher ed,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
25242,41, Private,178002, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
25243,53, Local-gov,192982, Higher ed,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,1
25244,44, Private,33155, Higher ed,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
25245,46, Private,78529, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,1
25246,17, Private,101626, HS,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States,0
25247,35, Private,117567, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
25248,36, Local-gov,110791, Higher ed,12, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
25249,49, State-gov,207120, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1
25250,48, Private,43206, Higher ed,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States,0
25251,26, Private,120238, Higher ed,13, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,0
25252,26, Private,189219, Higher ed,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States,0
25253,35, State-gov,190895, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25254,29, Private,83517, HS,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
25255,54, Private,35557, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,1
25256,36, Local-gov,59313, Higher ed,10, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0
25257,25, Private,202033, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
25258,18, Local-gov,55658, HS,6, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0
25259,21, Private,118186, Higher ed,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,0
25260,22, Private,279901, HS,9, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States,0
25261,36, Self-emp-not-inc,90159, Higher ed,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0
25262,25, Private,122489, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Female,0,1726,60, United-States,0
25263,49, Self-emp-not-inc,43348, Higher ed,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,70, United-States,1
25264,42, Private,34278, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
25265,37, Private,37778, Higher ed,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States,0
25266,39, Private,160623, Higher ed,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
25267,32, Private,342458, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
25268,53, Private,64322, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
25269,30, Private,373914, HS,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25270,51, Private,205884, Higher ed,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,1
25271,62, Local-gov,208266, Higher ed,11, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
25272,23, Private,348420, Higher ed,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
25273,39, Private,136081, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States,0
25274,37, Federal-gov,197284, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
25275,41, Private,206066, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
25276,47, Self-emp-not-inc,61885, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
25277,25, Private,299908, Higher ed,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States,1
25278,35, Private,46028, Higher ed,12, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States,0
25279,47, Private,239865, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States,1
25280,29, Private,244473, Higher ed,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,2051,40, United-States,0
25281,36, Private,32334, Higher ed,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,1
25282,42, Private,319588, Higher ed,13, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,0
25283,51, Private,226735, HS,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
25284,34, Private,226443, HS,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
25285,27, Private,36851, Higher ed,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,41, United-States,0
25286,39, Private,393480, HS,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
25287,46, Private,33109, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States,0
25288,32, Self-emp-not-inc,188246, HS,9, Divorced, Sales, Own-child, White, Male,0,1590,62, United-States,0
25289,31, Private,231569, Higher ed,13, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States,0
25290,23, Private,353010, HS,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States,0
25291,47, Private,102628, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,1
25292,66, Private,262285, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States,0
25293,26, Private,160300, HS,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
25294,52, Private,156953, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1
25295,53, Self-emp-inc,136823, HS,7, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,0
25296,37, Self-emp-inc,86459, Higher ed,12, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, United-States,0
25297,17, Private,238628, HS,7, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States,0
25298,50, Private,339954, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
25299,17, Federal-gov,99893, HS,7, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1602,40, United-States,0
25300,39, Private,214117, Higher ed,10, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States,0
25301,28, Federal-gov,298661, Higher ed,13, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,0
25302,38, Private,179488, Higher ed,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
25303,53, Private,48343, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States,1
25304,28, Local-gov,100270, Higher ed,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
25305,42, Private,227065, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,32, United-States,1
25306,40, Private,126701, HS,5, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
25307,20, Private,209131, Higher ed,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
25308,32, State-gov,400132, Higher ed,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
25309,23, State-gov,278155, Higher ed,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
25310,42, Private,511068, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,1
25311,18, Private,199039, HS,8, Never-married, Sales, Own-child, White, Male,594,0,14, United-States,0
25312,36, Private,115700, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
25313,34, Private,167832, HS,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25314,34, Private,218164, HS,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,44, United-States,0
25315,48, State-gov,171926, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,1
25316,36, Self-emp-inc,242080, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States,1
25317,67, Federal-gov,223257, HS,9, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States,0
25318,53, Private,386773, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
25319,53, Self-emp-not-inc,105478, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States,1
25320,45, Private,140644, Higher ed,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1
25321,22, Private,205970, HS,6, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States,0
25322,25, Private,216583, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,0
25323,61, Private,162432, Higher ed,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
25324,31, Local-gov,83671, Higher ed,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
25325,31, Private,195750, HS,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
25326,38, Self-emp-inc,312232, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
25327,42, Private,86185, Higher ed,10, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
25328,78, Private,105586, HS,3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,36, United-States,0
25329,54, Private,103345, Higher ed,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
25330,26, Local-gov,150553, Higher ed,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States,0
25331,30, Private,26009, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
25332,46, Private,149388, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
25333,26, Private,151626, Higher ed,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States,0
25334,30, Private,169583, HS,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
25335,23, Private,160951, HS,9, Never-married, Craft-repair, Own-child, Black, Male,2597,0,40, United-States,0
25336,25, Private,213383, Higher ed,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0
25337,32, Self-emp-inc,103078, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
25338,25, Local-gov,109526, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0
25339,51, Private,142835, HS,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
25340,24, State-gov,43475, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
25341,22, Private,190916, Higher ed,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
25342,28, Private,175987, HS,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
25343,29, Local-gov,214385, HS,7, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States,0
25344,26, Private,192652, Higher ed,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
25345,41, Federal-gov,207685, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
25346,19, Private,143857, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
25347,51, Private,310774, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
25348,33, Private,312881, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,1
25349,19, Private,175083, HS,9, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,0
25350,41, Private,32878, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
25351,29, Federal-gov,360527, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
25352,28, Private,99478, HS,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,0
25353,25, Private,113035, Higher ed,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
25354,21, Federal-gov,99199, HS,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,36, United-States,0
25355,24, Local-gov,452640, Higher ed,10, Never-married, Tech-support, Not-in-family, White, Male,14344,0,50, United-States,1
25356,48, Private,236858, HS,7, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States,0
25357,46, Self-emp-inc,201865, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
25358,35, Private,268661, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
25359,35, Federal-gov,475324, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
25360,50, Private,117295, HS,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25361,45, Private,192835, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
25362,62, Local-gov,76720, Higher ed,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
25363,39, Local-gov,180686, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States,1
25364,33, Local-gov,133876, HS,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
25365,22, Private,123727, Higher ed,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States,0
